,TenantId,TimeGenerated,FlowStartTime,FlowEndTime,FlowIntervalEndTime,FlowType,ResourceGroup,VMName,VMIPAddress,PublicIPs,SrcIP,DestIP,L4Protocol,L7Protocol,DestPort,FlowDirection,AllowedOutFlows,AllowedInFlows,DeniedInFlows,DeniedOutFlows,RemoteRegion,VMRegion,AllExtIPs,TotalAllowedFlows
704,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.672,2019-02-13 20:07:31.000,2019-02-13 20:09:10.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.67.143.117', '52.173.26.181', '52.165.170.112']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,centralus,eastus,52.173.26.181,3.0
705,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.672,2019-02-13 20:07:31.000,2019-02-13 20:09:10.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.67.143.117', '52.173.26.181', '52.165.170.112']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,centralus,eastus,52.165.170.112,3.0
703,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.672,2019-02-13 20:07:31.000,2019-02-13 20:09:10.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.67.143.117', '52.173.26.181', '52.165.170.112']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,3.0
706,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.688,2019-02-13 20:08:40.000,2019-02-13 20:58:45.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,5.0
707,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.688,2019-02-13 20:08:40.000,2019-02-13 20:58:45.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,5.0
687,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.328,2019-02-13 20:08:48.000,2019-02-13 20:18:43.000,2019-02-13 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.45.180.121', '13.107.4.50']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,13.107.4.50,2.0
686,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.328,2019-02-13 20:08:48.000,2019-02-13 20:18:43.000,2019-02-13 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['23.45.180.121', '13.107.4.50']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,23.45.180.121,2.0
718,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:23.203,2019-02-13 20:08:48.000,2019-02-13 20:08:48.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.42.24.50'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.42.24.50,1.0
701,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.734,2019-02-13 20:08:48.000,2019-02-13 20:58:51.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.44.109'],,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,9.0
708,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.922,2019-02-13 20:15:08.000,2019-02-13 20:49:16.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
684,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.313,2019-02-13 20:18:41.000,2019-02-13 20:28:51.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.74.179.117', '40.77.226.250']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,3.0
683,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.313,2019-02-13 20:18:41.000,2019-02-13 20:28:51.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.74.179.117', '40.77.226.250']",,,T,https,443.0,O,3.0,0.0,0.0,0.0,northeurope,eastus,13.74.179.117,3.0
699,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.719,2019-02-13 20:18:42.000,2019-02-13 20:19:16.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.64.188.245', '13.83.148.218']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,westus,eastus,13.64.188.245,2.0
700,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.719,2019-02-13 20:18:42.000,2019-02-13 20:19:16.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.64.188.245', '13.83.148.218']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,westus,eastus,13.83.148.218,2.0
709,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.938,2019-02-13 20:19:15.000,2019-02-13 20:19:15.000,2019-02-13 21:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.163.80'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,,eastus,65.55.163.80,1.0
702,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.641,2019-02-13 20:44:52.000,2019-02-13 20:44:52.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
30,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.795,2019-02-13 21:00:31.000,2019-02-13 21:55:37.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,21.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,21.0
31,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.795,2019-02-13 21:00:31.000,2019-02-13 21:55:37.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,21.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,21.0
29,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.779,2019-02-13 21:06:20.000,2019-02-13 21:57:32.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
13,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:38.382,2019-02-13 21:08:46.000,2019-02-13 21:48:45.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,5.0
14,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:38.382,2019-02-13 21:08:46.000,2019-02-13 21:48:45.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.65.107.32', '40.124.45.19']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,5.0
28,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.185,2019-02-13 21:08:48.000,2019-02-13 21:58:52.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.68.93.109', '65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,9.0
27,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.185,2019-02-13 21:08:48.000,2019-02-13 21:58:52.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.68.93.109', '65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,9.0
26,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.185,2019-02-13 21:08:48.000,2019-02-13 21:58:52.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.68.93.109', '65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,9.0,0.0,0.0,0.0,eastus2,eastus,13.68.93.109,9.0
25,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:54.123,2019-02-13 21:09:10.000,2019-02-13 21:09:10.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.67.143.117'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,1.0
11,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:38.101,2019-02-13 21:09:44.000,2019-02-13 21:09:44.000,2019-02-13 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
21,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:52.654,2019-02-13 21:10:58.000,2019-02-13 21:53:11.000,2019-02-13 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['72.21.81.200', '204.79.197.200', '134.170.58.123']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,72.21.81.200,5.0
22,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:52.654,2019-02-13 21:10:58.000,2019-02-13 21:53:11.000,2019-02-13 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['72.21.81.200', '204.79.197.200', '134.170.58.123']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,204.79.197.200,5.0
23,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:52.654,2019-02-13 21:10:58.000,2019-02-13 21:53:11.000,2019-02-13 22:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['72.21.81.200', '204.79.197.200', '134.170.58.123']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,,eastus,134.170.58.123,5.0
20,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:38.960,2019-02-13 21:10:59.000,2019-02-13 21:11:04.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,2.0
24,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 22:25:52.435,2019-02-13 21:11:03.000,2019-02-13 21:11:03.000,2019-02-13 22:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
640,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:00:34.000,2019-02-13 22:59:09.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,16.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,16.0
641,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:00:34.000,2019-02-13 22:59:09.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,16.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,16.0
645,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:08:46.000,2019-02-13 22:53:49.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.124.45.19', '13.65.107.32']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,4.0
644,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:08:46.000,2019-02-13 22:53:49.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.124.45.19', '13.65.107.32']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,4.0
639,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:09:10.000,2019-02-13 22:09:10.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.67.143.117'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,1.0
649,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.617,2019-02-13 22:13:52.000,2019-02-13 22:58:53.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
650,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.617,2019-02-13 22:13:52.000,2019-02-13 22:58:53.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
646,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.617,2019-02-13 22:14:36.000,2019-02-13 22:48:44.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
648,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.617,2019-02-13 22:28:45.000,2019-02-13 22:28:45.000,2019-02-13 23:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,1.0
643,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:28:49.000,2019-02-13 22:28:49.000,2019-02-13 23:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['216.58.218.238', '173.194.61.40']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,173.194.61.40,2.0
642,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.601,2019-02-13 22:28:49.000,2019-02-13 22:28:49.000,2019-02-13 23:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['216.58.218.238', '173.194.61.40']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,216.58.218.238,2.0
647,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 23:25:32.617,2019-02-13 22:28:49.000,2019-02-13 22:29:08.000,2019-02-13 23:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['172.217.15.99'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,,eastus,172.217.15.99,2.0
660,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.165,2019-02-13 23:03:56.000,2019-02-13 23:55:24.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,16.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,16.0
661,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.165,2019-02-13 23:03:56.000,2019-02-13 23:55:24.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,16.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,16.0
664,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.181,2019-02-13 23:05:48.000,2019-02-13 23:57:00.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
663,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.165,2019-02-13 23:08:46.000,2019-02-13 23:53:50.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.124.45.19', '13.65.107.32']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,4.0
662,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.165,2019-02-13 23:08:46.000,2019-02-13 23:53:50.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.124.45.19', '13.65.107.32']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,4.0
667,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.181,2019-02-13 23:08:50.000,2019-02-13 23:58:54.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,6.0
666,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.181,2019-02-13 23:08:50.000,2019-02-13 23:58:54.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,6.0
665,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.181,2019-02-13 23:08:50.000,2019-02-13 23:58:54.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,6.0
659,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 00:25:39.165,2019-02-13 23:09:10.000,2019-02-13 23:09:10.000,2019-02-14 00:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.67.143.117'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,1.0
633,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:01:06.000,2019-02-14 00:59:12.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,21.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,21.0
632,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:01:06.000,2019-02-14 00:59:12.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,21.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,21.0
635,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:08:46.000,2019-02-14 00:38:50.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.124.45.19', '13.65.107.32']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,4.0
634,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:08:46.000,2019-02-14 00:38:50.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['40.124.45.19', '13.65.107.32']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,4.0
631,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:09:10.000,2019-02-14 00:09:10.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.67.143.117'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,1.0
637,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:13:54.000,2019-02-14 00:58:54.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
638,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:13:54.000,2019-02-14 00:58:54.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,5.0
636,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 01:25:38.249,2019-02-14 00:14:04.000,2019-02-14 00:48:12.000,2019-02-14 01:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
655,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.620,2019-02-14 01:03:03.000,2019-02-14 01:03:03.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
652,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.620,2019-02-14 01:03:47.000,2019-02-14 01:56:22.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,17.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,17.0
653,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.620,2019-02-14 01:03:47.000,2019-02-14 01:56:22.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.130', '13.71.172.128']",,,T,https,443.0,O,17.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,17.0
656,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.620,2019-02-14 01:05:16.000,2019-02-14 01:56:28.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
654,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.620,2019-02-14 01:08:45.000,2019-02-14 01:58:45.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.65.107.32'],,,T,https,443.0,O,3.0,0.0,0.0,0.0,southcentralus,eastus,13.65.107.32,3.0
651,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.620,2019-02-14 01:09:10.000,2019-02-14 01:09:10.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.67.143.117'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,centralus,eastus,13.67.143.117,1.0
658,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.636,2019-02-14 01:13:54.000,2019-02-14 01:58:55.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,6.0
657,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 02:25:56.636,2019-02-14 01:13:54.000,2019-02-14 01:58:55.000,2019-02-14 02:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,6.0
6,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 03:26:07.515,2019-02-14 02:01:57.000,2019-02-14 02:58:16.000,2019-02-14 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,16.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,16.0
7,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 03:26:07.515,2019-02-14 02:01:57.000,2019-02-14 02:58:16.000,2019-02-14 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,16.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,16.0
8,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-14 03:26:07.547,2019-02-14 02:05:03.000,2019-02-14 02:58:55.000,2019-02-14 03:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69', '65.55.44.108']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,7.0
